Content,ID of source revision,Named Entity,Reference,Markup,Position (MathToken)
"""lambda""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,52
"""_""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,53
"""{""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,54
"""0i""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,55
"""}""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,56
"""[""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,57
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,58
"""delta""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,59
"""M""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,60
"""]""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,61
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,62
"""mathrm""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,63
"""{""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,64
"""x""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,65
"""}""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,66
"""_""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,67
"""{""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,68
"""0i""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,69
"""}""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,70
"""+""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,71
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,72
"""delta""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,73
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,74
"""lambda""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,75
"""_""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,76
"""i""",0,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,77
"""[""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,78
"""M""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,79
"""_""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,80
"""0""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,81
"""]""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,82
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,83
"""mathbf""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,84
"""{""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,85
"""x""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,86
"""}""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,87
"""_""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,88
"""{""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,89
"""0i""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,90
"""}""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,91
""".""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,92
"""\""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,93
"""qquad""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,94
"""(""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,95
"""3""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,96
""")""",121656077,O,"[K_0] \delta\mathbf{x}_i+[\delta K] \mathbf{x}_{0i} = \lambda_{0i}[M_0] \delta
\mathbf{x}_i + \lambda_{0i}[\delta M]\mathrm{x}_{0i} + \delta \lambda_i
[M_0]\mathbf{x}_{0i}. \qquad(3)",math,97
"""We""",121656077,O,,text,/
"""note""",121656077,O,,text,/
"""that""",0,O,,text,/
""",""",121656077,O,,text,/
"""when""",0,O,,text,/
"""the""",0,O,,text,/
"""matrix""",121656077,O,,text,/
"""is""",0,O,,text,/
"""symmetric""",121656077,O,,text,/
""",""",121656077,O,,text,/
"""the""",0,O,,text,/
"""unperturbed""",121656077,O,,text,/
"""eigenvectors""",121656077,O,,text,/
"""are""",0,O,,text,/
"""orthogonal""",121656077,O,,text,/
"""and""",0,O,,text,/
"""so""",0,O,,text,/
"""we""",0,O,,text,/
"""use""",121656077,O,,text,/
"""them""",0,O,,text,/
"""as""",0,O,,text,/
"""a""",0,O,,text,/
"""basis""",121656077,O,,text,/
"""for""",0,O,,text,/
"""the""",0,O,,text,/
"""perturbed""",121656077,O,,text,/
"""eigenvectors""",121656077,O,,text,/
""".""",121656077,O,,text,/
"""That""",121656077,O,,text,/
"""is""",0,O,,text,/
""",""",121656077,O,,text,/
"""we""",0,O,,text,/
"""want""",121656077,O,,text,/
"""to""",0,O,,text,/
"""construct""",121656077,O,,text,/
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,0
"""delta""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,1
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,2
"""mathbf""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,3
"""{""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,4
"""x""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,5
"""}""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,6
"""_""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,7
"""i""",0,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,8
"""=""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,9
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,10
"""sum""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,11
"""_""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,12
"""{""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,13
"""j""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,14
"""=""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,15
"""1""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,16
"""}""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,17
"""^""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,18
"""N""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,19
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,20
"""epsilon""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,21
"""_""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,22
"""{""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,23
"""ij""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,24
"""}""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,25
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,26
"""mathbf""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,27
"""{""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,28
"""x""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,29
"""}""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,30
"""_""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,31
"""{""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,32
"""0j""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,33
"""}""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,34
"""\""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,35
"""qquad""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,36
"""(""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,37
"""4""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,38
""")""",121656077,O,\delta \mathbf{x}_i = \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} \qquad(4),math,39
"""where""",0,O,,text,/
"""the""",0,O,,text,/
"""\""",121656077,O,\epsilon_{ij},math,0
"""epsilon""",121656077,O,\epsilon_{ij},math,1
"""_""",121656077,O,\epsilon_{ij},math,2
"""{""",121656077,O,\epsilon_{ij},math,3
"""ij""",121656077,O,\epsilon_{ij},math,4
"""}""",121656077,O,\epsilon_{ij},math,5
"""are""",0,O,,text,/
"""small""",121656077,O,,text,/
"""constants""",121656077,O,,text,/
"""that""",0,O,,text,/
"""are""",0,O,,text,/
"""to""",0,O,,text,/
"""be""",0,O,,text,/
"""determined""",121656077,O,,text,/
""".""",121656077,O,,text,/
"""Substituting""",121656077,O,,text,/
"""(""",121656077,O,,text,/
"""4""",121656077,O,,text,/
""")""",121656077,O,,text,/
"""into""",0,O,,text,/
"""(""",121656077,O,,text,/
"""3""",121656077,O,,text,/
""")""",121656077,O,,text,/
"""and""",0,O,,text,/
"""rearranging""",121656077,O,,text,/
"""gives""",121656077,O,,text,/
"""[""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,0
"""K""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,1
"""_""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,2
"""0""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,3
"""]""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,4
"""\""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,5
"""sum""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,6
"""_""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,7
"""{""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,8
"""j""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,9
"""=""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,10
"""1""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,11
"""}""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,12
"""^""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,13
"""N""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,14
"""\""",121656077,O,"[K_0]\sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + [\delta K]\mathbf{x}_{0i} =
\lambda_{0i} [M_0] \sum_{j=1}^N \epsilon_{ij} \mathbf{x}_{0j} + \lambda_{0i}
[\delta M] \mathbf{x}_{0i} + \delta\lambda_i [M_0] \mathbf{x}_{0i} \qquad (5)",math,15
